order_placed_at_utc,order_category,item_count,actual_delivery_time_minutes,estimated_delivery_time_lower_minutes,estimated_delivery_time_upper_minutes,venue_location_h3_index,customer_location_h3_index,courier_supply_index,precipitation
2022-03-18T14:12:00.000000,Food delivery,1,20.181866560733567,25.0,35.0,881126d333fffff,881126d06dfffff,1.61,0.0
2022-03-18T14:14:00.000000,Food delivery,3,47.298766175892126,30.0,40.0,881126d045fffff,881126d02dfffff,1.6,0.0
2022-03-18T14:16:00.000000,Food delivery,3,62.99876617589213,35.0,45.0,881126d00dfffff,881126d055fffff,1.6,0.0
2022-03-18T14:26:00.000000,Retail,1,14.931866560733564,20.0,30.0,881126d307fffff,881126d315fffff,1.61,0.0
2022-03-18T14:26:00.000000,Food delivery,2,30.063212283371893,10.0,20.0,881126d06bfffff,881126d069fffff,1.57,0.0
2022-03-18T14:27:00.000000,Food delivery,2,16.909000654009894,10.0,20.0,881126d339fffff,881126d303fffff,1.55,0.0
2022-03-18T14:29:00.000000,Food delivery,2,31.64473233961907,45.0,55.0,881126d219fffff,881126d21bfffff,1.56,0.0
2022-03-18T14:30:00.000000,Food delivery,5,28.22806567291907,25.0,35.0,881126d1c1fffff,881126d1c5fffff,1.56,0.0
2022-03-18T14:30:00.000000,Food delivery,3,20.275667320609895,30.0,40.0,881126d061fffff,881126d029fffff,1.55,0.0
2022-03-18T14:34:00.000000,Food delivery,2,43.49233398730989,40.0,50.0,881126d1c1fffff,881126d027fffff,1.55,0.0
2022-03-18T14:35:00.000000,Food delivery,6,38.32566732060989,5.0,25.0,881126d191fffff,881126d191fffff,1.55,0.0
2022-03-18T14:38:00.000000,Food delivery,1,21.378065672919067,25.0,35.0,881126d317fffff,881126d06dfffff,1.56,0.0
2022-03-18T14:38:00.000000,Food delivery,2,25.328065672919067,20.0,30.0,881126d307fffff,881126d335fffff,1.56,0.0
2022-03-18T14:41:00.000000,Retail,11,36.70900065400989,20.0,30.0,881126d06dfffff,881126d069fffff,1.55,0.0
2022-03-18T14:51:00.000000,Food delivery,3,39.99233398730989,15.0,25.0,881126d333fffff,881126d333fffff,1.55,0.0
2022-03-18T14:54:00.000000,Food delivery,2,36.6559890347763,25.0,35.0,881126d331fffff,881126d335fffff,1.54,0.0
2022-03-18T14:55:00.000000,Food delivery,2,55.58566994326906,25.0,35.0,881126d061fffff,881126d069fffff,1.53,0.0
2022-03-18T14:59:00.000000,Food delivery,2,20.84801651719866,15.0,25.0,881126d339fffff,881126d339fffff,1.52,0.0
2022-03-18T15:03:00.000000,Retail,5,17.393002593009435,15.0,25.0,881126d363fffff,881126d305fffff,1.51,0.0
2022-03-18T15:05:00.000000,Food delivery,2,49.920602726458675,20.0,30.0,881126d331fffff,881126d307fffff,1.5,0.0
2022-03-18T15:07:00.000000,Retail,14,34.706880430794385,25.0,35.0,881126d06dfffff,881126d06dfffff,1.48,0.0
2022-03-18T15:09:00.000000,Food delivery,4,48.76412554467731,45.0,55.0,881126d1c1fffff,881126d1edfffff,1.49,0.0
2022-03-18T15:09:00.000000,Retail,1,35.673547097494385,25.0,35.0,881126d331fffff,881126d323fffff,1.48,0.0
2022-03-18T15:13:00.000000,Food delivery,2,65.27060272645868,40.0,50.0,881126d1c1fffff,881126d1e9fffff,1.5,0.0
2022-03-18T15:17:00.000000,Food delivery,5,45.61900327656906,15.0,25.0,881126d1c1fffff,881126d1c1fffff,1.53,0.0
2022-03-18T15:17:00.000000,Food delivery,2,34.8226557014763,20.0,30.0,881126d311fffff,881126d317fffff,1.54,0.0
2022-03-18T15:17:00.000000,Food delivery,2,33.40966925970944,20.0,30.0,881126d305fffff,881126d329fffff,1.51,0.0
2022-03-18T15:18:00.000000,Food delivery,1,26.91321228337189,20.0,30.0,881126d06bfffff,881126d069fffff,1.57,0.0
2022-03-18T15:18:00.000000,Food delivery,1,42.38113597178152,25.0,35.0,881126d335fffff,881126d339fffff,1.58,0.0
2022-03-18T15:19:00.000000,Food delivery,1,35.61543284259213,15.0,35.0,881126d339fffff,881126d339fffff,1.6,0.0
2022-03-18T15:23:00.000000,Food delivery,2,56.01453170262863,30.0,40.0,881126d331fffff,881126d32bfffff,1.62,0.0
2022-03-18T15:25:00.000000,Food delivery,4,63.8801264732654,30.0,40.0,881126d339fffff,881126d331fffff,1.63,0.0
2022-03-18T15:26:00.000000,Food delivery,2,25.4435666065037,30.0,40.0,881126d06dfffff,881126d313fffff,1.65,0.0
2022-03-18T15:26:00.000000,Food delivery,2,30.34147716338177,15.0,25.0,881126d04dfffff,881126d227fffff,1.66,0.0
2022-03-18T15:27:00.000000,Food delivery,3,30.276899939803698,20.0,30.0,881126d06dfffff,881126d06dfffff,1.65,0.0
2022-03-18T15:27:00.000000,Food delivery,3,59.64147716338177,45.0,55.0,881126d0a9fffff,881126d059fffff,1.66,0.0
2022-03-18T15:32:00.000000,Food delivery,2,33.0967931398654,30.0,40.0,881126d363fffff,881126d305fffff,1.63,0.0
2022-03-18T15:36:00.000000,Food delivery,4,22.348533227433567,20.0,30.0,881126d22dfffff,881126d267fffff,1.61,0.0
2022-03-18T15:37:00.000000,Food delivery,1,31.598532826438323,45.0,55.0,881126d04dfffff,881126d2edfffff,1.59,0.0
2022-03-18T15:38:00.000000,Food delivery,2,25.681135971781515,25.0,35.0,881126d0cbfffff,881126d0c9fffff,1.58,0.0
2022-03-18T15:38:00.000000,Food delivery,6,62.09654561667189,30.0,40.0,881126d339fffff,881126d331fffff,1.57,0.0
2022-03-18T15:39:00.000000,Food delivery,1,53.12566732060989,45.0,55.0,881126d191fffff,881126d15bfffff,1.55,0.0
2022-03-18T15:40:00.000000,Retail,33,49.496545616671895,25.0,35.0,881126d06dfffff,881126d069fffff,1.57,0.0
2022-03-18T15:40:00.000000,Food delivery,2,22.828065672919067,20.0,30.0,881126d335fffff,881126d33dfffff,1.56,0.0
2022-03-18T15:40:00.000000,Retail,23,46.21139900621907,30.0,40.0,881126d331fffff,881126d335fffff,1.56,0.0
2022-03-18T15:40:00.000000,Food delivery,1,51.41139900621907,30.0,40.0,881126d045fffff,881126d041fffff,1.56,0.0
2022-03-18T15:42:00.000000,Food delivery,1,39.53113597178152,30.0,40.0,881126d061fffff,881126d001fffff,1.58,0.0
2022-03-18T15:42:00.000000,Food delivery,1,31.082099509292128,20.0,30.0,881126d33dfffff,881126d307fffff,1.6,0.0
2022-03-18T15:43:00.000000,Food delivery,3,109.84853322743356,45.0,55.0,881126d06dfffff,881126d1ddfffff,1.61,0.0
2022-03-18T15:45:00.000000,Food delivery,1,29.698533227433565,20.0,30.0,881126d331fffff,881126d33dfffff,1.61,0.0
2022-03-18T15:46:00.000000,Food delivery,1,59.164531702628636,15.0,25.0,881126d0cdfffff,881126d0c5fffff,1.62,0.0
2022-03-18T15:49:00.000000,Food delivery,4,22.91453170262863,10.0,20.0,881126d0a9fffff,881126d0a1fffff,1.62,0.0
2022-03-18T15:51:00.000000,Food delivery,4,69.33119836932863,35.0,45.0,881126d219fffff,881126d257fffff,1.62,0.0
2022-03-18T15:52:00.000000,Retail,36,95.24853322743357,40.0,50.0,881126d04dfffff,8808996d25fffff,1.61,0.0
2022-03-18T15:55:00.000000,Food delivery,2,39.71543284259212,40.0,50.0,881126d06dfffff,881126d00dfffff,1.6,0.0
2022-03-18T15:57:00.000000,Retail,42,39.93209950929213,35.0,45.0,881126d013fffff,881126d053fffff,1.6,0.0
2022-03-18T16:01:00.000000,Food delivery,4,26.99876617589213,25.0,35.0,881126d1c1fffff,881126d1cbfffff,1.6,0.0
2022-03-18T16:03:00.000000,Food delivery,5,34.481866560733565,30.0,40.0,881126d331fffff,881126d339fffff,1.61,0.0
2022-03-18T16:04:00.000000,Food delivery,4,33.84786503602864,30.0,40.0,881126d339fffff,881126d315fffff,1.62,0.0
2022-03-18T16:05:00.000000,Retail,8,11.481198369328633,5.0,15.0,881126d363fffff,881126d305fffff,1.62,0.0
2022-03-18T16:07:00.000000,Food delivery,1,25.098533227433567,25.0,35.0,881126d069fffff,881126d069fffff,1.61,0.0
2022-03-18T16:09:00.000000,Food delivery,1,33.515199894133566,35.0,45.0,881126d06dfffff,881126d061fffff,1.61,0.0
2022-03-18T16:09:00.000000,Food delivery,5,42.53186656073357,30.0,40.0,881126d06bfffff,881126d027fffff,1.61,0.0
2022-03-18T16:10:00.000000,Food delivery,2,24.981866560733565,15.0,25.0,881126d1c1fffff,881126d1cbfffff,1.61,0.0
2022-03-18T16:11:00.000000,Food delivery,1,43.931198369328634,35.0,45.0,881126d061fffff,881126d069fffff,1.62,0.0
2022-03-18T16:13:00.000000,Food delivery,2,26.563459806565398,15.0,25.0,881126d305fffff,881126d32bfffff,1.63,0.0
2022-03-18T16:14:00.000000,Food delivery,3,47.16201619477625,40.0,50.0,881126d06dfffff,881126d001fffff,1.64,0.0
2022-03-18T16:15:00.000000,Food delivery,1,39.674810496781774,30.0,40.0,881126d263fffff,881126d203fffff,1.66,0.0
2022-03-18T16:18:00.000000,Food delivery,1,19.55036923965049,15.0,25.0,881126d061fffff,881126d061fffff,1.69,0.0
2022-03-18T16:19:00.000000,Food delivery,2,65.74738798174423,35.0,45.0,881126d311fffff,881126d221fffff,1.7,0.0
2022-03-18T16:22:00.000000,Retail,33,49.38072131504421,20.0,30.0,881126d307fffff,881126d335fffff,1.7,0.0
2022-03-18T16:25:00.000000,Food delivery,6,31.080721315044215,25.0,35.0,881126d061fffff,881126d02dfffff,1.7,0.0
2022-03-18T16:26:00.000000,Food delivery,2,42.89738798174422,25.0,35.0,881126d06dfffff,881126d331fffff,1.7,0.0
2022-03-18T16:27:00.000000,Food delivery,2,13.114054648344215,10.0,20.0,881126d06dfffff,881126d333fffff,1.7,0.0
2022-03-18T16:27:00.000000,Food delivery,3,48.64738798174422,25.0,35.0,881126d1c1fffff,881126d1ddfffff,1.7,0.0
2022-03-18T16:28:00.000000,Food delivery,3,33.264054648344214,20.0,30.0,881126d069fffff,881126d02dfffff,1.7,0.0
2022-03-18T16:29:00.000000,Retail,4,38.727601942555445,25.0,35.0,881126d06dfffff,881126d063fffff,1.71,0.0
2022-03-18T16:30:00.000000,Food delivery,2,42.96093527585545,40.0,50.0,881126d045fffff,881126d207fffff,1.71,0.0
2022-03-18T16:31:00.000000,Food delivery,1,22.094268609155446,25.0,35.0,881126d339fffff,881126d33dfffff,1.71,0.0
2022-03-18T16:32:00.000000,Food delivery,2,37.52437876597236,25.0,35.0,881126d315fffff,881126d311fffff,1.72,0.0
2022-03-18T16:33:00.000000,Food delivery,2,51.171086215394524,20.0,30.0,881126d06dfffff,881126d06dfffff,1.73,0.0
2022-03-18T16:34:00.000000,Food delivery,3,36.78442546704596,25.0,35.0,881126d043fffff,881126d055fffff,1.74,0.0
2022-03-18T16:38:00.000000,Food delivery,1,23.59104543267236,20.0,30.0,881126d061fffff,881126d067fffff,1.72,0.0
2022-03-18T16:38:00.000000,Food delivery,2,28.860935275855446,10.0,20.0,881126d305fffff,881126d363fffff,1.71,0.0
2022-03-18T16:39:00.000000,Food delivery,3,34.264054648344214,35.0,45.0,881126d0d5fffff,881126d095fffff,,0.0
2022-03-18T16:41:00.000000,Food delivery,4,36.73651156429336,25.0,35.0,881126d067fffff,881126d06dfffff,1.68,0.0
2022-03-18T16:44:00.000000,Food delivery,4,39.958143830081774,20.0,30.0,881126d729fffff,881126d707fffff,1.66,0.0
2022-03-18T16:45:00.000000,Food delivery,3,46.6102332731037,15.0,25.0,881126d33dfffff,881126d307fffff,1.65,0.0
2022-03-18T16:51:00.000000,Food delivery,2,48.69786503602863,35.0,45.0,881126d04dfffff,881126d315fffff,1.62,0.0
2022-03-18T16:56:00.000000,Food delivery,4,42.93186656073357,15.0,25.0,881126d0d5fffff,881126d0d1fffff,1.61,0.0
2022-03-18T16:59:00.000000,Food delivery,3,27.198533227433565,20.0,30.0,881126d301fffff,881126d32bfffff,1.61,0.0
2022-03-18T17:02:00.000000,Food delivery,1,26.496793139865396,15.0,25.0,881126d1ddfffff,881126d18bfffff,1.63,0.0
2022-03-18T17:02:00.000000,Food delivery,4,52.71453170262863,5.0,25.0,881126d347fffff,881126d347fffff,1.62,0.0
2022-03-18T17:04:00.000000,Food delivery,3,58.460233273103704,30.0,40.0,881126d04dfffff,881126d257fffff,1.65,0.0
2022-03-18T17:10:00.000000,Food delivery,3,20.710233273103704,15.0,25.0,881126d1c1fffff,881126d1c1fffff,1.65,0.0
2022-03-18T17:10:00.000000,Food delivery,4,28.9435666065037,25.0,35.0,881126d225fffff,881126d319fffff,1.65,0.0
2022-03-18T17:11:00.000000,Retail,4,10.086511564293364,20.0,30.0,881126d1c5fffff,881126d1c1fffff,1.68,0.0
2022-03-18T17:11:00.000000,Retail,4,14.547387981744215,15.0,25.0,881126d06dfffff,881126d06dfffff,1.7,0.0
2022-03-18T17:16:00.000000,Food delivery,3,33.760935275855445,35.0,45.0,881126d045fffff,881126d06dfffff,1.71,0.0
2022-03-18T17:16:00.000000,Food delivery,2,20.580721315044215,20.0,30.0,881126d1c1fffff,881126d1cbfffff,1.7,0.0
2022-03-18T17:18:00.000000,Food delivery,5,50.70771209937236,50.0,60.0,881126d0e3fffff,881126d2e3fffff,1.72,0.0
2022-03-18T17:19:00.000000,Food delivery,2,28.371086215394527,10.0,20.0,881126d335fffff,881126d335fffff,1.73,0.0
2022-03-18T17:21:00.000000,Food delivery,2,42.43442546704596,30.0,40.0,881126d06dfffff,881126d04bfffff,1.74,0.0
2022-03-18T17:22:00.000000,Food delivery,1,22.563902121882236,25.0,35.0,881126d067fffff,881126d061fffff,1.76,0.0
2022-03-18T17:23:00.000000,Food delivery,3,47.62739563050769,40.0,50.0,881126d339fffff,881126d303fffff,1.78,0.0
2022-03-18T17:24:00.000000,Food delivery,1,49.12929619030122,40.0,50.0,881126d219fffff,881126d209fffff,1.83,0.0
2022-03-18T17:25:00.000000,Food delivery,1,27.144441773688946,20.0,30.0,881126d33dfffff,881126d335fffff,1.91,0.0
2022-03-18T17:25:00.000000,Food delivery,2,23.968345458917362,20.0,30.0,881126d069fffff,881126d061fffff,1.88,0.0
2022-03-18T17:26:00.000000,Food delivery,2,35.24367782638276,35.0,45.0,881126d339fffff,881126d339fffff,1.96,0.0
2022-03-18T17:31:00.000000,Food delivery,1,44.982371634605556,20.0,30.0,881126d06dfffff,881126d061fffff,1.98,0.0
2022-03-18T17:35:00.000000,Food delivery,2,32.01060334632054,15.0,25.0,881126d33dfffff,881126d323fffff,1.99,0.0
2022-03-18T17:38:00.000000,Food delivery,1,58.25588547613717,5.0,25.0,881126d191fffff,881126d191fffff,2.0,0.0
2022-03-18T17:41:00.000000,Food delivery,5,23.505885476137173,15.0,25.0,881126d061fffff,881126d061fffff,2.0,0.0
2022-03-18T17:43:00.000000,Food delivery,2,15.915704968005555,20.0,30.0,881126d04dfffff,881126d04dfffff,1.98,0.0
2022-03-18T17:43:00.000000,Food delivery,2,18.79903830130555,25.0,35.0,881126d267fffff,881126d263fffff,1.98,0.0
2022-03-18T17:50:00.000000,Food delivery,2,19.949857307836197,30.0,40.0,881126d061fffff,881126d009fffff,1.95,0.0
2022-03-18T17:53:00.000000,Food delivery,3,39.50637038183431,20.0,30.0,881126d1c1fffff,881126d1c1fffff,1.94,0.0
2022-03-18T17:53:00.000000,Food delivery,3,17.489703715234306,10.0,20.0,881126d305fffff,881126d363fffff,1.94,0.0
2022-03-18T17:55:00.000000,Food delivery,4,18.18970371523431,20.0,30.0,881126d0a9fffff,881126d0e1fffff,1.94,0.0
2022-03-18T17:56:00.000000,Food delivery,1,10.704511692404385,15.0,25.0,881126d305fffff,881126d305fffff,1.97,0.0
2022-03-18T17:56:00.000000,Retail,6,16.433190641236198,15.0,25.0,881126d04dfffff,881126d061fffff,1.95,0.0
2022-03-18T17:57:00.000000,Food delivery,2,54.33237163460556,20.0,30.0,881126d339fffff,881126d33bfffff,1.98,0.0
2022-03-18T17:58:00.000000,Retail,14,39.72727001292054,35.0,45.0,881126d331fffff,881126d335fffff,1.99,0.0
2022-03-18T18:01:00.000000,Retail,13,22.78237163460555,15.0,25.0,881126d307fffff,881126d33dfffff,1.98,0.0
2022-03-18T18:03:00.000000,Food delivery,2,59.221178359104385,30.0,40.0,881126d045fffff,881126d063fffff,1.97,0.0
2022-03-18T18:03:00.000000,Food delivery,2,40.393677826382756,35.0,45.0,881126d04dfffff,881126d239fffff,1.96,0.0
2022-03-18T18:04:00.000000,Retail,2,24.42303704853431,30.0,40.0,881126d331fffff,881126d15bfffff,1.94,0.0
2022-03-18T18:05:00.000000,Food delivery,1,39.063203611024,30.0,40.0,881126d32bfffff,881126d335fffff,1.93,0.0
2022-03-18T18:08:00.000000,Food delivery,5,33.07034321998011,20.0,30.0,881126d191fffff,881126d195fffff,1.92,0.0
2022-03-18T18:10:00.000000,Food delivery,1,43.41110844038895,30.0,40.0,881126d339fffff,881126d307fffff,1.91,0.0
2022-03-18T18:10:00.000000,Food delivery,1,45.27679108596296,30.0,40.0,881126d061fffff,881126d369fffff,1.89,0.0
2022-03-18T18:22:00.000000,Food delivery,3,16.344343420007025,10.0,20.0,881126d06bfffff,881126d061fffff,1.85,0.0
2022-03-18T18:23:00.000000,Food delivery,5,28.148193963400868,10.0,20.0,881126d191fffff,881126d199fffff,1.81,0.0
2022-03-18T18:33:00.000000,Food delivery,2,13.670623081634934,10.0,20.0,881126d06dfffff,881126d06dfffff,1.77,0.0
2022-03-18T18:37:00.000000,Food delivery,8,75.17437876597235,30.0,40.0,881126d061fffff,881126d2e7fffff,1.72,0.0
2022-03-18T18:37:00.000000,Food delivery,4,44.26984489759336,30.0,40.0,881126d045fffff,881126d225fffff,1.68,0.0
2022-03-18T18:38:00.000000,Food delivery,4,17.10578100080908,15.0,25.0,881126d22dfffff,881126d22dfffff,1.67,0.0
2022-03-18T18:44:00.000000,Food delivery,3,24.6602332731037,15.0,25.0,881126d331fffff,881126d335fffff,1.65,0.0
2022-03-18T18:48:00.000000,Food delivery,3,63.0435666065037,45.0,55.0,881126d0c3fffff,881126d191fffff,1.65,0.0
2022-03-18T18:50:00.000000,Food delivery,1,18.99534952807625,20.0,30.0,881126c249fffff,881126c24bfffff,1.64,0.0
2022-03-18T18:56:00.000000,Food delivery,1,36.0967931398654,40.0,50.0,881126d06dfffff,881126d06dfffff,1.63,0.0
2022-03-18T18:56:00.000000,Food delivery,1,39.580126473265395,50.0,60.0,881126d32bfffff,881126d347fffff,1.63,0.0
2022-03-18T18:58:00.000000,Food delivery,6,38.74534952807625,45.0,55.0,881126d191fffff,881126c209fffff,1.64,0.0
2022-03-18T19:02:00.000000,Food delivery,2,55.363459806565395,20.0,30.0,881126d06dfffff,881126d045fffff,1.63,0.0
2022-03-18T19:06:00.000000,Food delivery,3,39.330126473265395,30.0,40.0,881126d045fffff,881126d26bfffff,1.63,0.0
2022-03-18T19:07:00.000000,Food delivery,5,40.01201619477625,40.0,50.0,881126d0c3fffff,881126d0e9fffff,1.64,0.0
2022-03-18T19:08:00.000000,Food delivery,2,25.22244766740908,15.0,25.0,881126d069fffff,881126d06bfffff,1.67,0.0
2022-03-18T19:09:00.000000,Food delivery,2,21.397387981744217,20.0,30.0,881126d201fffff,881126d207fffff,1.7,0.0
2022-03-18T19:10:00.000000,Food delivery,4,29.774378765972358,15.0,25.0,881126d31bfffff,881126d315fffff,1.72,0.0
2022-03-18T19:10:00.000000,Food delivery,1,8.084425467045964,5.0,25.0,881126d305fffff,881126d305fffff,1.74,0.0
2022-03-18T19:13:00.000000,Food delivery,1,26.30721553549654,20.0,30.0,881126d0bdfffff,881126d0bdfffff,1.75,0.0
2022-03-18T19:17:00.000000,Food delivery,2,16.89723545528224,10.0,20.0,881126d311fffff,881126d319fffff,1.76,0.0
2022-03-18T19:20:00.000000,Food delivery,2,25.72388220209654,20.0,30.0,881126d33dfffff,881126d307fffff,1.75,0.0
2022-03-18T19:20:00.000000,Food delivery,1,11.763902121882237,5.0,15.0,881126d363fffff,881126d329fffff,1.76,0.0
2022-03-18T19:22:00.000000,Food delivery,1,31.37437876597236,20.0,30.0,881126d061fffff,881126d333fffff,1.72,0.0
2022-03-18T19:22:00.000000,Food delivery,5,24.47388220209654,15.0,25.0,881126d191fffff,881126d197fffff,1.75,0.0
2022-03-18T19:30:00.000000,Food delivery,2,36.85036923965049,30.0,40.0,881126d045fffff,881126d001fffff,1.69,0.0
2022-03-18T19:32:00.000000,Food delivery,2,16.70814383008177,10.0,20.0,881126d339fffff,881126d307fffff,1.66,0.0
2022-03-18T19:33:00.000000,Food delivery,3,43.5935666065037,40.0,50.0,881126d1c1fffff,881126c267fffff,1.65,0.0
2022-03-18T19:33:00.000000,Retail,12,23.547865036028632,20.0,30.0,881126d04dfffff,881126d319fffff,1.62,0.0
2022-03-18T19:36:00.000000,Food delivery,3,35.31446930518152,15.0,25.0,881126d04dfffff,881126d045fffff,1.58,0.0
2022-03-18T19:38:00.000000,Food delivery,2,38.294732339619074,15.0,25.0,881126d1c1fffff,881126d1c1fffff,1.56,0.0
2022-03-18T19:40:00.000000,Food delivery,2,24.192333987309894,10.0,20.0,881126d339fffff,881126d307fffff,1.55,0.0
2022-03-18T19:44:00.000000,Food delivery,4,32.39233398730989,20.0,30.0,881126d06bfffff,881126d001fffff,1.55,0.0
2022-03-18T19:47:00.000000,Food delivery,1,27.89473233961907,25.0,35.0,881126d1d5fffff,881126d199fffff,1.56,0.0
2022-03-18T19:50:00.000000,Food delivery,2,38.29654561667189,30.0,40.0,881126d06dfffff,881126d00dfffff,1.57,0.0
2022-03-18T19:57:00.000000,Food delivery,1,20.764469305181514,20.0,30.0,881126d20dfffff,881126d205fffff,1.58,0.0
2022-03-18T20:09:00.000000,Food delivery,3,29.415199493038322,20.0,30.0,881126d331fffff,881126d335fffff,1.59,0.0
2022-03-18T20:18:00.000000,Food delivery,3,22.71543284259213,20.0,30.0,881126d069fffff,881126d061fffff,1.6,0.0
2022-03-18T20:48:00.000000,Food delivery,2,21.648533227433568,20.0,30.0,881126d061fffff,881126d06dfffff,1.61,0.0
2022-03-18T20:49:00.000000,Food delivery,2,19.281198369328635,10.0,20.0,881126d331fffff,881126d33dfffff,1.62,0.0
2022-03-18T20:50:00.000000,Retail,13,13.813459806565396,10.0,20.0,881126d307fffff,881126d32bfffff,1.63,0.0
2022-03-18T20:57:00.000000,Food delivery,10,37.4801264732654,20.0,30.0,881126d0a9fffff,881126d0b7fffff,1.63,0.0
2022-03-18T21:17:00.000000,Food delivery,1,18.92868286137625,20.0,30.0,881126d053fffff,881126d05bfffff,1.64,0.0
2022-03-18T21:25:00.000000,Food delivery,1,43.993566606503705,25.0,35.0,881126d225fffff,881126d227fffff,1.65,0.0
2022-03-18T21:32:00.000000,Food delivery,3,56.958143830081774,30.0,40.0,881126d0a9fffff,881126d1ebfffff,1.66,0.0
2022-03-18T21:37:00.000000,Food delivery,4,29.1935666065037,15.0,25.0,881126d339fffff,881126d333fffff,1.65,0.0
2022-03-18T21:38:00.000000,Food delivery,1,60.57868286137625,25.0,35.0,881126d1d5fffff,881126d19dfffff,1.64,0.0
2022-03-18T21:43:00.000000,Food delivery,3,33.59853322743356,20.0,30.0,881126d06dfffff,881126d047fffff,1.61,0.0
2022-03-18T21:47:00.000000,Food delivery,2,29.165199493038322,25.0,35.0,881126d339fffff,881126d33dfffff,1.59,0.0
2022-03-18T22:03:00.000000,Food delivery,2,23.729878950071893,15.0,25.0,881126d069fffff,881126d045fffff,1.57,0.0
2022-03-18T22:13:00.000000,Food delivery,1,25.564683183798657,25.0,35.0,881126d253fffff,8808996d25fffff,1.52,0.0
2022-03-18T22:13:00.000000,Food delivery,4,37.85900065400989,15.0,25.0,881126d33dfffff,881126d335fffff,1.55,0.0
2022-03-18T22:15:00.000000,Food delivery,2,39.53079221137731,30.0,40.0,881126d0a9fffff,881126d19bfffff,1.49,0.0
2022-03-18T22:22:00.000000,Food delivery,2,43.13217753971237,25.0,35.0,881126d069fffff,881126d06bfffff,1.47,0.0
2022-03-18T22:23:00.000000,Food delivery,3,21.373327812325776,10.0,20.0,881126d06dfffff,881126d06dfffff,1.46,0.0
2022-03-18T22:29:00.000000,Food delivery,3,24.880309655480247,15.0,25.0,881126d20dfffff,881126d207fffff,1.45,0.0
2022-03-18T22:54:00.000000,Food delivery,1,26.008352408512582,20.0,30.0,881126d06dfffff,881126d061fffff,1.43,0.0
2022-03-18T23:04:00.000000,Food delivery,2,26.76614942451616,10.0,20.0,881126d06dfffff,881126d061fffff,1.41,0.0
2022-03-18T23:16:00.000000,Food delivery,2,23.149482757816163,20.0,30.0,881126d06dfffff,881126d06dfffff,1.41,0.0
2022-03-18T23:16:00.000000,Food delivery,2,45.92501907521258,40.0,55.0,881126c229fffff,881126c269fffff,1.43,0.0
2022-03-18T23:22:00.000000,Food delivery,5,25.558352408512583,20.0,30.0,881126d06dfffff,881126d02dfffff,1.43,0.0
2022-03-19T06:07:00.000000,Food delivery,2,54.3531022862746,30.0,40.0,881126d06dfffff,881126d239fffff,1.44,0.0
2022-03-19T06:19:00.000000,Food delivery,2,43.3197689529746,35.0,45.0,881126d06dfffff,881126d307fffff,1.44,0.0
2022-03-19T06:19:00.000000,Food delivery,3,70.8531022862746,35.0,50.0,881126d08dfffff,881126c359fffff,1.44,0.0
2022-03-19T06:26:00.000000,Retail,2,33.44697632218025,20.0,30.0,881126d331fffff,881126d333fffff,1.45,0.0
2022-03-19T06:51:00.000000,Food delivery,2,15.489994479025773,20.0,30.0,881126d06bfffff,881126d061fffff,1.46,0.0
2022-03-19T07:18:00.000000,Retail,27,29.323547097494387,15.0,25.0,881126d363fffff,881126d305fffff,1.48,0.4
2022-03-19T07:19:00.000000,Retail,2,29.49884420641237,15.0,25.0,881126d307fffff,881126d307fffff,1.47,0.4
2022-03-19T07:20:00.000000,Food delivery,2,45.548844206412376,25.0,35.0,881126d31bfffff,881126d227fffff,1.47,0.4
2022-03-19T07:24:00.000000,Food delivery,2,24.730792211377313,20.0,30.0,881126d33dfffff,881126d307fffff,1.49,0.4
2022-03-19T07:30:00.000000,Food delivery,3,24.787269393058672,30.0,40.0,881126d0a9fffff,881126d0bbfffff,1.5,0.4
2022-03-19T07:39:00.000000,Food delivery,1,39.25541912860894,15.0,25.0,881126d069fffff,881126d047fffff,1.52,0.4
2022-03-19T07:51:00.000000,Retail,11,21.37532169397716,25.0,35.0,881126d209fffff,881126d243fffff,1.55,0.4
2022-03-19T07:57:00.000000,Retail,13,15.591686792641623,25.0,35.0,881126d307fffff,881126d335fffff,1.56,0.4
2022-03-19T08:01:00.000000,Food delivery,2,26.229878950071893,20.0,30.0,881126d315fffff,881126d319fffff,1.57,0.5
2022-03-19T08:08:00.000000,Food delivery,1,49.59384505595736,15.0,25.0,881126d729fffff,881126d72dfffff,1.59,0.5
2022-03-19T08:16:00.000000,Food delivery,1,44.90259741684099,35.0,45.0,881126d06dfffff,881126d319fffff,1.6,0.5
2022-03-19T08:37:00.000000,Food delivery,2,18.926899939803704,20.0,30.0,881126d303fffff,881126d303fffff,1.65,0.5
2022-03-19T08:37:00.000000,Food delivery,1,20.276899939803698,30.0,40.0,881126d06bfffff,881126d043fffff,1.65,0.5
2022-03-19T08:41:00.000000,Retail,3,13.704816680881928,5.0,15.0,881126d363fffff,881126d363fffff,1.65,0.5
2022-03-19T08:41:00.000000,Food delivery,3,17.81792101256527,10.0,20.0,881126d31bfffff,881126d319fffff,1.65,0.5
2022-03-19T08:43:00.000000,Food delivery,1,21.49147716338177,10.0,20.0,881126d331fffff,881126d33dfffff,1.66,0.5
2022-03-19T08:46:00.000000,Retail,2,20.72481049678177,20.0,30.0,881126d06dfffff,881126d069fffff,1.66,0.5
